,open,high,low,close,volume
2018-03-28 17:40:00+00:00,167.79,168.05,167.47,167.99,1084132
2018-03-28 17:45:00+00:00,167.95,168.72,167.95,168.47,28901
2018-03-28 17:50:00+00:00,168.45,168.46,167.82,167.92,33611
2018-03-28 17:55:00+00:00,167.97,168.06,167.67,167.73,1335143
2018-03-28 18:00:00+00:00,167.81,167.97,167.07,167.35,26243
2018-03-28 18:05:00+00:00,167.33,167.43,166.97,167.11,40899
2018-03-28 18:10:00+00:00,167.1,167.22,166.77,167.14,25896
2018-03-28 18:15:00+00:00,167.155,167.68,167.155,167.54,14174
2018-03-28 18:20:00+00:00,167.59,168.04,167.46,167.47,15573
2018-03-28 18:25:00+00:00,167.37,167.75,167.16,167.17,13234
2018-03-28 18:30:00+00:00,167.14,167.3,166.9,167.09,37909
2018-03-28 18:35:00+00:00,167.13,167.83,166.95,167.83,163120
2018-03-28 18:40:00+00:00,167.87,168.23,167.25,167.33,24506
2018-03-28 18:45:00+00:00,167.35,167.39,167.085,167.32,1096626
2018-03-28 18:50:00+00:00,167.37,167.57,167.185,167.34,24920
2018-03-28 18:55:00+00:00,167.41,167.41,166.86,166.99,17091
2018-03-28 19:00:00+00:00,166.99,167.04,166.11,166.11,49447
2018-03-28 19:05:00+00:00,166.08,166.57,165.96,165.96,23011
2018-03-28 19:10:00+00:00,166.0,166.8,166.0,166.74,24372
2018-03-28 19:15:00+00:00,166.765,167.105,166.67,166.93,26423
2018-03-28 19:20:00+00:00,166.94,167.47,166.56,167.35,28482
2018-03-28 19:25:00+00:00,167.31,167.55,166.95,167.53,26805
2018-03-28 19:30:00+00:00,167.45,167.73,167.12,167.19,30473
2018-03-28 19:35:00+00:00,167.19,167.75,167.11,167.73,77166
2018-03-28 19:40:00+00:00,167.695,167.72,167.01,167.03,54792
2018-03-28 19:45:00+00:00,167.1,167.34,167.04,167.21,62312
2018-03-28 19:50:00+00:00,167.22,167.3,166.81,166.91,263291
2018-03-28 19:55:00+00:00,166.91,166.92,166.42,166.56,1080945
2018-03-28 20:00:00+00:00,166.55,166.55,166.55,166.55,221
2018-03-28 20:10:00+00:00,166.55,166.55,166.55,166.55,125
2018-03-29 12:05:00+00:00,167.75,167.75,167.75,167.75,860
2018-03-29 12:45:00+00:00,168.05,168.05,168.05,168.05,200
2018-03-29 12:55:00+00:00,167.98,167.98,167.98,167.98,100
2018-03-29 13:30:00+00:00,168.13,168.79,167.88,168.035,34603
2018-03-29 13:35:00+00:00,168.1,168.2,167.52,167.69,15730
2018-03-29 13:40:00+00:00,167.7,168.01,167.54,167.94,40404
2018-03-29 13:45:00+00:00,167.86,167.94,167.44,167.5,25827
2018-03-29 13:50:00+00:00,167.49,167.5,167.21,167.43,21487
2018-03-29 13:55:00+00:00,167.49,167.69,167.01,167.15,15875
2018-03-29 14:00:00+00:00,167.26,167.67,166.93,167.64,16896
2018-03-29 14:05:00+00:00,167.67,168.06,167.65,167.73,15324
2018-03-29 14:10:00+00:00,167.77,168.22,167.64,168.13,27542
2018-03-29 14:15:00+00:00,168.1,168.33,167.88,168.04,37115
2018-03-29 14:20:00+00:00,168.17,168.39,167.84,168.36,14632
2018-03-29 14:25:00+00:00,168.32,168.56,168.12,168.45,15567
2018-03-29 14:30:00+00:00,168.47,168.86,168.43,168.74,24460
2018-03-29 14:35:00+00:00,168.725,168.95,168.71,168.95,12903
2018-03-29 14:40:00+00:00,169.02,169.52,168.81,169.24,19541
2018-03-29 14:45:00+00:00,169.28,169.99,169.28,169.76,33351
2018-03-29 14:50:00+00:00,169.74,170.13,169.55,169.99,31854
2018-03-29 14:55:00+00:00,169.96,170.38,169.82,170.38,20308
2018-03-29 15:00:00+00:00,170.36,170.5,170.13,170.24,31330
2018-03-29 15:05:00+00:00,170.27,170.62,170.1,170.31,22764
2018-03-29 15:10:00+00:00,170.32,170.4,169.81,169.88,17181
2018-03-29 15:15:00+00:00,169.9,169.99,169.56,169.69,14922
2018-03-29 15:20:00+00:00,169.64,169.73,169.46,169.73,21890
2018-03-29 15:25:00+00:00,169.71,169.97,169.71,169.74,8456
2018-03-29 15:30:00+00:00,169.75,169.76,169.22,169.43,13424
2018-03-29 15:35:00+00:00,169.31,169.38,169.11,169.2,12715
2018-03-29 15:40:00+00:00,169.16,169.529,169.16,169.51,10504
2018-03-29 15:45:00+00:00,169.51,169.82,169.35,169.73,14524
2018-03-29 15:50:00+00:00,169.74,169.8,169.56,169.68,6410
2018-03-29 15:55:00+00:00,169.69,169.88,169.68,169.78,6884
2018-03-29 16:00:00+00:00,169.87,169.89,169.2,169.2,7677
2018-03-29 16:05:00+00:00,169.329,169.49,169.22,169.26,5977
2018-03-29 16:10:00+00:00,169.27,169.42,169.08,169.26,80148
2018-03-29 16:15:00+00:00,169.265,169.76,169.2,169.73,15566
2018-03-29 16:20:00+00:00,169.71,169.76,169.52,169.66,10234
2018-03-29 16:25:00+00:00,169.62,170.05,169.59,170.02,8647
2018-03-29 16:30:00+00:00,170.06,170.13,169.92,170.0,4742
2018-03-29 16:35:00+00:00,169.99,170.17,169.98,170.07,9560
2018-03-29 16:40:00+00:00,170.03,170.04,169.65,169.74,15646
2018-03-29 16:45:00+00:00,169.79,169.82,169.54,169.6,7626
2018-03-29 16:50:00+00:00,169.55,170.14,169.53,170.1,6330
2018-03-29 16:55:00+00:00,170.08,170.19,169.94,170.01,8243
2018-03-29 17:00:00+00:00,170.04,170.21,169.71,169.81,8729
2018-03-29 17:05:00+00:00,169.77,169.77,169.26,169.47,15552
2018-03-29 17:10:00+00:00,169.47,169.76,169.41,169.64,7549
2018-03-29 17:15:00+00:00,169.65,169.9,169.59,169.87,5822
2018-03-29 17:20:00+00:00,169.8,170.02,169.8,169.89,5781
2018-03-29 17:25:00+00:00,169.94,170.1,169.76,170.1,2759
2018-03-29 17:30:00+00:00,170.11,170.23,169.92,170.14,11723
2018-03-29 17:35:00+00:00,170.16,170.325,170.02,170.21,4940
2018-03-29 17:40:00+00:00,170.12,170.5,170.03,170.47,756220
2018-03-29 17:45:00+00:00,170.45,170.475,170.26,170.45,9599
2018-03-29 17:50:00+00:00,170.49,170.64,170.44,170.6,13045
2018-03-29 17:55:00+00:00,170.6,170.98,170.6,170.68,14681
2018-03-29 18:00:00+00:00,170.68,170.7,170.29,170.48,57432
2018-03-29 18:05:00+00:00,170.48,170.72,170.48,170.71,6748
2018-03-29 18:10:00+00:00,170.69,171.0,170.69,170.88,13957
2018-03-29 18:15:00+00:00,170.86,170.87,170.54,170.74,13069
2018-03-29 18:20:00+00:00,170.73,170.83,170.45,170.45,13197
2018-03-29 18:25:00+00:00,170.47,170.94,170.47,170.78,18404
2018-03-29 18:30:00+00:00,170.85,171.13,170.78,171.11,7756
2018-03-29 18:35:00+00:00,171.12,171.175,170.97,171.03,13450
2018-03-29 18:40:00+00:00,171.05,171.3,170.96,171.24,20399
2018-03-29 18:45:00+00:00,171.24,171.53,171.225,171.53,21466
2018-03-29 18:50:00+00:00,171.5,171.53,171.24,171.35,31261
2018-03-29 18:55:00+00:00,171.4,171.58,171.31,171.31,23053
2018-03-29 19:00:00+00:00,171.34,171.64,171.15,171.59,29355
2018-03-29 19:05:00+00:00,171.58,171.74,171.515,171.68,67343
2018-03-29 19:10:00+00:00,171.67,171.75,171.55,171.61,14384
2018-03-29 19:15:00+00:00,171.6,171.75,171.52,171.55,15246
2018-03-29 19:20:00+00:00,171.54,171.54,170.83,170.93,17818
2018-03-29 19:25:00+00:00,170.8,170.84,170.29,170.71,30990
2018-03-29 19:30:00+00:00,170.74,170.81,170.33,170.46,22702
2018-03-29 19:35:00+00:00,170.45,170.49,170.105,170.47,23080
